pos	ind	depth
167	ST-1.1	14
167	ST-1.2	30
167	ST-1.3	16
167	ST-2.1	6
167	ST-2.2	13
168	xaa	18
168	xab	25
168	xac	17
168	xad	28
168	ST-1.1	14
168	ST-1.2	30
168	ST-1.3	16
168	ST-2.1	6
168	ST-2.2	13
169	xaa	18
169	xab	27
169	xac	17
169	xad	28
169	ST-1.1	14
169	ST-1.2	38
169	ST-1.3	20
169	ST-2.1	6
169	ST-2.2	16
170	xaa	17
170	xab	27
170	xac	16
170	xad	28
170	ST-1.1	15
170	ST-1.2	38
170	ST-1.3	20
170	ST-2.1	6
170	ST-2.2	16
171	xaa	17
171	xab	27
171	xac	16
171	xad	28
171	ST-1.1	15
171	ST-1.2	37
171	ST-1.3	20
171	ST-2.1	6
171	ST-2.2	16
172	xaa	17
172	xab	27
172	xac	16
172	xad	28
172	ST-1.1	15
172	ST-1.2	37
172	ST-1.3	20
172	ST-2.1	6
172	ST-2.2	16
173	xaa	17
173	xab	27
173	xac	16
173	xad	28
173	ST-1.1	15
173	ST-1.2	37
173	ST-1.3	20
173	ST-2.1	6
173	ST-2.2	16
174	xaa	17
174	xab	25
174	xac	16
174	xad	28
174	ST-1.1	15
174	ST-1.2	37
174	ST-1.3	20
174	ST-2.1	6
174	ST-2.2	16
175	xaa	17
175	xab	26
175	xac	17
175	xad	30
175	ST-1.1	14
175	ST-1.2	35
175	ST-1.3	20
175	ST-2.1	6
175	ST-2.2	16
176	xaa	17
176	xab	26
176	xac	17
176	xad	30
176	ST-1.1	11
176	ST-1.2	33
176	ST-1.3	20
176	ST-2.1	6
176	ST-2.2	16
177	xaa	17
177	xab	26
177	xac	17
177	xad	29
177	ST-1.1	11
177	ST-1.2	31
177	ST-1.3	20
177	ST-2.1	6
177	ST-2.2	16
178	xaa	17
178	xab	26
178	xac	17
178	xad	30
178	ST-1.1	11
178	ST-1.2	31
178	ST-1.3	20
178	ST-2.1	6
178	ST-2.2	16
179	xaa	17
179	xab	29
179	xac	16
179	xad	31
179	ST-1.1	10
179	ST-1.2	31
179	ST-1.3	20
179	ST-2.1	6
179	ST-2.2	16
180	xaa	17
180	xab	28
180	xac	16
180	xad	31
180	ST-1.1	12
180	ST-1.2	32
180	ST-1.3	22
180	ST-2.1	6
180	ST-2.2	20
181	xaa	16
181	xab	27
181	xac	17
181	xad	31
181	ST-1.1	12
181	ST-1.2	32
181	ST-1.3	22
181	ST-2.1	7
181	ST-2.2	21
182	xaa	19
182	xab	27
182	xac	17
182	xad	31
182	ST-1.1	14
182	ST-1.2	33
182	ST-1.3	22
182	ST-2.1	7
182	ST-2.2	20
183	xaa	19
183	xab	27
183	xac	17
183	xad	30
183	ST-1.1	14
183	ST-1.2	35
183	ST-1.3	22
183	ST-2.1	7
183	ST-2.2	20
184	xaa	18
184	xab	27
184	xac	17
184	xad	30
184	ST-1.1	14
184	ST-1.2	36
184	ST-1.3	25
184	ST-2.1	7
184	ST-2.2	20
185	xaa	18
185	xab	30
185	xac	17
185	xad	30
185	ST-1.1	14
185	ST-1.2	37
185	ST-1.3	26
185	ST-2.1	7
185	ST-2.2	20
186	xaa	18
186	xab	30
186	xac	17
186	xad	30
186	ST-1.1	14
186	ST-1.2	37
186	ST-1.3	25
186	ST-2.1	7
186	ST-2.2	20
187	xaa	18
187	xab	29
187	xac	17
187	xad	31
187	ST-1.1	14
187	ST-1.2	36
187	ST-1.3	25
187	ST-2.1	8
187	ST-2.2	20
188	xaa	18
188	xab	29
188	xac	19
188	xad	31
188	ST-1.1	14
188	ST-1.2	37
188	ST-1.3	26
188	ST-2.1	8
188	ST-2.2	20
189	xaa	18
189	xab	29
189	xac	19
189	xad	30
189	ST-1.1	15
189	ST-1.2	38
189	ST-1.3	28
189	ST-2.1	8
189	ST-2.2	20
190	xaa	18
190	xab	28
190	xac	19
190	xad	30
190	ST-1.1	17
190	ST-1.2	38
190	ST-1.3	28
190	ST-2.1	8
190	ST-2.2	20
191	xaa	18
191	xab	28
191	xac	21
191	xad	30
191	ST-1.1	17
191	ST-1.2	38
191	ST-1.3	28
191	ST-2.1	8
191	ST-2.2	20
192	xaa	18
192	xab	28
192	xac	21
192	xad	30
192	ST-1.1	18
192	ST-1.2	38
192	ST-1.3	29
192	ST-2.1	8
192	ST-2.2	20
193	xaa	19
193	xab	28
193	xac	20
193	xad	30
193	ST-1.1	18
193	ST-1.2	38
193	ST-1.3	29
193	ST-2.1	8
193	ST-2.2	20
194	xaa	19
194	xab	27
194	xac	20
194	xad	32
194	ST-1.1	18
194	ST-1.2	38
194	ST-1.3	29
194	ST-2.1	8
194	ST-2.2	20
195	xaa	20
195	xab	26
195	xac	21
195	xad	32
195	ST-1.1	18
195	ST-1.2	38
195	ST-1.3	29
195	ST-2.1	8
195	ST-2.2	21
196	xaa	20
196	xab	26
196	xac	21
196	xad	32
196	ST-1.1	18
196	ST-1.2	38
196	ST-1.3	29
196	ST-2.1	8
196	ST-2.2	21
197	xaa	29
197	xab	23
197	xac	19
197	xad	25
197	ST-1.1	9
197	ST-1.2	17
197	ST-1.3	11
197	ST-2.1	7
197	ST-2.2	16
198	xaa	29
198	xab	23
198	xac	21
198	xad	25
198	ST-1.1	9
198	ST-1.2	17
198	ST-1.3	11
198	ST-2.1	7
198	ST-2.2	16
199	xaa	29
199	xab	23
199	xac	21
199	xad	25
199	ST-1.1	9
199	ST-1.2	17
199	ST-1.3	11
199	ST-2.1	7
199	ST-2.2	18
200	xaa	29
200	xab	23
200	xac	21
200	xad	25
200	ST-1.1	9
200	ST-1.2	17
200	ST-1.3	11
200	ST-2.1	7
200	ST-2.2	18
201	xaa	29
201	xab	23
201	xac	23
201	xad	27
201	ST-1.1	9
201	ST-1.2	17
201	ST-1.3	11
201	ST-2.1	7
201	ST-2.2	18
202	xaa	29
202	xab	23
202	xac	22
202	xad	27
202	ST-1.1	9
202	ST-1.2	17
202	ST-1.3	11
202	ST-2.1	7
202	ST-2.2	18
203	xaa	30
203	xab	23
203	xac	22
203	xad	27
203	ST-1.1	9
203	ST-1.2	17
203	ST-1.3	11
203	ST-2.1	7
203	ST-2.2	18
204	xaa	30
204	xab	24
204	xac	22
204	xad	27
204	ST-1.1	9
204	ST-1.2	16
204	ST-1.3	11
204	ST-2.1	7
204	ST-2.2	18
205	xaa	31
205	xab	24
205	xac	24
205	xad	27
205	ST-1.1	9
205	ST-1.2	16
205	ST-1.3	11
205	ST-2.1	7
205	ST-2.2	18
206	xaa	32
206	xab	24
206	xac	24
206	xad	29
206	ST-1.1	9
206	ST-1.2	16
206	ST-1.3	11
206	ST-2.1	7
206	ST-2.2	18
207	xaa	32
207	xab	24
207	xac	24
207	xad	29
207	ST-1.1	9
207	ST-1.2	16
207	ST-1.3	11
207	ST-2.1	7
207	ST-2.2	18
208	xaa	32
208	xab	24
208	xac	24
208	xad	29
208	ST-1.1	9
208	ST-1.2	16
208	ST-1.3	11
208	ST-2.1	7
208	ST-2.2	18
209	xaa	32
209	xab	24
209	xac	25
209	xad	29
209	ST-1.1	9
209	ST-1.2	16
209	ST-1.3	11
209	ST-2.1	7
209	ST-2.2	18
210	xaa	32
210	xab	24
210	xac	25
210	xad	29
210	ST-1.1	9
210	ST-1.2	16
210	ST-1.3	11
210	ST-2.1	7
210	ST-2.2	17
211	xaa	32
211	xab	24
211	xac	25
211	xad	29
211	ST-1.1	9
211	ST-1.2	16
211	ST-1.3	11
211	ST-2.1	7
211	ST-2.2	17
212	xaa	32
212	xab	25
212	xac	25
212	xad	29
212	ST-1.1	9
212	ST-1.2	16
212	ST-1.3	11
212	ST-2.1	7
212	ST-2.2	17
213	xaa	32
213	xab	25
213	xac	25
213	xad	29
213	ST-1.1	9
213	ST-1.2	16
213	ST-1.3	11
213	ST-2.1	7
213	ST-2.2	17
214	xaa	32
214	xab	25
214	xac	25
214	xad	29
214	ST-1.1	10
214	ST-1.2	18
214	ST-1.3	14
214	ST-2.1	7
214	ST-2.2	16
215	xaa	32
215	xab	27
215	xac	25
215	xad	29
215	ST-1.1	10
215	ST-1.2	19
215	ST-1.3	14
215	ST-2.1	7
215	ST-2.2	16
216	xaa	32
216	xab	27
216	xac	26
216	xad	29
216	ST-1.1	11
216	ST-1.2	19
216	ST-1.3	14
216	ST-2.1	7
216	ST-2.2	16
217	xaa	32
217	xab	26
217	xac	26
217	xad	28
217	ST-1.1	11
217	ST-1.2	19
217	ST-1.3	14
217	ST-2.1	7
217	ST-2.2	16
218	xaa	32
218	xab	26
218	xac	27
218	xad	28
218	ST-1.1	11
218	ST-1.2	19
218	ST-1.3	16
218	ST-2.1	7
218	ST-2.2	16
219	xaa	31
219	xab	26
219	xac	27
219	xad	28
219	ST-1.1	11
219	ST-1.2	19
219	ST-1.3	16
219	ST-2.1	7
219	ST-2.2	16
220	xaa	31
220	xab	26
220	xac	27
220	xad	28
220	ST-1.1	11
220	ST-1.2	19
220	ST-1.3	16
220	ST-2.1	7
220	ST-2.2	16
221	xaa	31
221	xab	26
221	xac	27
221	xad	27
221	ST-1.1	11
221	ST-1.2	19
221	ST-1.3	16
221	ST-2.1	7
221	ST-2.2	16
222	xaa	29
222	xab	26
222	xac	27
222	xad	27
222	ST-1.1	11
222	ST-1.2	19
222	ST-1.3	16
222	ST-2.1	7
222	ST-2.2	16
223	xaa	29
223	xab	26
223	xac	27
223	xad	27
223	ST-1.1	11
223	ST-1.2	19
223	ST-1.3	16
223	ST-2.1	7
223	ST-2.2	16
224	xaa	29
224	xab	26
224	xac	27
224	xad	27
224	ST-1.1	11
224	ST-1.2	19
224	ST-1.3	18
224	ST-2.1	8
224	ST-2.2	17
225	xaa	29
225	xab	26
225	xac	27
225	xad	27
225	ST-1.1	11
225	ST-1.2	19
225	ST-1.3	18
225	ST-2.1	8
225	ST-2.2	18
226	xaa	28
226	xab	26
226	xac	28
226	xad	26
226	ST-1.1	11
226	ST-1.2	19
226	ST-1.3	18
226	ST-2.1	6
226	ST-2.2	17
227	xaa	29
227	xab	26
227	xac	28
227	xad	26
227	ST-1.1	11
227	ST-1.2	19
227	ST-1.3	17
227	ST-2.1	6
227	ST-2.2	17
228	xaa	29
228	xab	26
228	xac	28
228	xad	26
228	ST-1.1	11
228	ST-1.2	19
228	ST-1.3	17
228	ST-2.1	6
228	ST-2.2	17
229	xaa	28
229	xab	26
229	xac	28
229	xad	27
229	ST-1.1	11
229	ST-1.2	19
229	ST-1.3	17
229	ST-2.1	6
229	ST-2.2	16
230	xaa	28
230	xab	26
230	xac	28
230	xad	27
230	ST-1.1	11
230	ST-1.2	19
230	ST-1.3	17
230	ST-2.1	6
230	ST-2.2	15
231	xaa	29
231	xab	26
231	xac	28
231	xad	27
231	ST-1.1	11
231	ST-1.2	19
231	ST-1.3	17
231	ST-2.1	6
231	ST-2.2	15
232	xaa	29
232	xab	26
232	xac	28
232	xad	27
232	ST-1.1	11
232	ST-1.2	19
232	ST-1.3	17
232	ST-2.1	6
232	ST-2.2	15
233	xaa	29
233	xab	22
233	xac	28
233	xad	28
233	ST-1.1	11
233	ST-1.2	19
233	ST-1.3	17
233	ST-2.1	6
233	ST-2.2	15
234	xaa	29
234	xab	22
234	xac	28
234	xad	28
234	ST-1.1	11
234	ST-1.2	19
234	ST-1.3	17
234	ST-2.1	7
234	ST-2.2	15
235	xaa	28
235	xab	22
235	xac	27
235	xad	28
235	ST-1.1	10
235	ST-1.2	18
235	ST-1.3	17
235	ST-2.1	7
235	ST-2.2	18
236	xaa	28
236	xab	22
236	xac	27
236	xad	29
236	ST-1.1	10
236	ST-1.2	19
236	ST-1.3	18
236	ST-2.1	7
236	ST-2.2	18
237	xaa	28
237	xab	22
237	xac	27
237	xad	29
237	ST-1.1	10
237	ST-1.2	19
237	ST-1.3	18
237	ST-2.1	7
237	ST-2.2	18
238	xaa	28
238	xab	22
238	xac	27
238	xad	29
238	ST-1.1	10
238	ST-1.2	19
238	ST-1.3	18
238	ST-2.1	7
238	ST-2.2	18
239	xaa	28
239	xab	22
239	xac	27
239	xad	29
239	ST-1.1	10
239	ST-1.2	19
239	ST-1.3	18
239	ST-2.1	7
239	ST-2.2	18
240	xaa	28
240	xab	22
240	xac	27
240	xad	29
240	ST-1.1	10
240	ST-1.2	19
240	ST-1.3	18
240	ST-2.1	7
240	ST-2.2	18
241	xaa	28
241	xab	22
241	xac	27
241	xad	29
241	ST-1.1	10
241	ST-1.2	19
241	ST-1.3	18
241	ST-2.1	7
241	ST-2.2	18
242	xaa	28
242	xab	22
242	xac	27
242	xad	30
242	ST-1.1	10
242	ST-1.2	19
242	ST-1.3	19
242	ST-2.1	7
242	ST-2.2	18
243	xaa	28
243	xab	22
243	xac	27
243	xad	30
243	ST-1.1	10
243	ST-1.2	19
243	ST-1.3	20
243	ST-2.1	7
243	ST-2.2	18
244	xaa	29
244	xab	22
244	xac	27
244	xad	30
244	ST-1.1	11
244	ST-1.2	19
244	ST-1.3	20
244	ST-2.1	6
244	ST-2.2	18
245	xaa	29
245	xab	22
245	xac	26
245	xad	30
245	ST-1.1	11
245	ST-1.2	19
245	ST-1.3	15
245	ST-2.1	6
245	ST-2.2	18
246	xaa	27
246	xab	22
246	xac	26
246	xad	30
246	ST-1.1	11
246	ST-1.2	19
246	ST-1.3	15
246	ST-2.1	6
246	ST-2.2	18
247	xaa	26
247	xab	22
247	xac	25
247	xad	30
247	ST-1.1	11
247	ST-1.2	19
247	ST-1.3	15
247	ST-2.1	6
247	ST-2.2	18
248	xaa	27
248	xab	22
248	xac	25
248	xad	30
248	ST-1.1	11
248	ST-1.2	19
248	ST-1.3	15
248	ST-2.1	6
248	ST-2.2	18
249	xaa	27
249	xab	22
249	xac	25
249	xad	29
249	ST-1.1	11
249	ST-1.2	19
249	ST-1.3	15
249	ST-2.1	5
249	ST-2.2	17
250	xaa	27
250	xab	22
250	xac	25
250	xad	29
250	ST-1.1	11
250	ST-1.2	19
250	ST-1.3	15
250	ST-2.1	6
250	ST-2.2	17
251	xaa	28
251	xab	22
251	xac	25
251	xad	28
251	ST-1.1	11
251	ST-1.2	19
251	ST-1.3	15
251	ST-2.1	6
251	ST-2.2	16
252	xaa	28
252	xab	22
252	xac	25
252	xad	28
252	ST-1.1	11
252	ST-1.2	19
252	ST-1.3	15
252	ST-2.1	6
252	ST-2.2	16
253	xaa	27
253	xab	22
253	xac	25
253	xad	28
253	ST-1.1	11
253	ST-1.2	19
253	ST-1.3	15
253	ST-2.1	6
253	ST-2.2	16
254	xaa	27
254	xab	24
254	xac	26
254	xad	29
254	ST-1.1	11
254	ST-1.2	19
254	ST-1.3	15
254	ST-2.1	6
254	ST-2.2	17
255	xaa	27
255	xab	25
255	xac	26
255	xad	29
255	ST-1.1	11
255	ST-1.2	19
255	ST-1.3	15
255	ST-2.1	6
255	ST-2.2	17
256	xaa	27
256	xab	25
256	xac	26
256	xad	28
256	ST-1.1	11
256	ST-1.2	19
256	ST-1.3	15
256	ST-2.1	6
256	ST-2.2	17
257	xaa	26
257	xab	25
257	xac	29
257	xad	28
257	ST-1.1	11
257	ST-1.2	19
257	ST-1.3	15
257	ST-2.1	6
257	ST-2.2	17
258	xaa	26
258	xab	25
258	xac	29
258	xad	28
258	ST-1.1	11
258	ST-1.2	19
258	ST-1.3	15
258	ST-2.1	6
258	ST-2.2	17
259	xaa	26
259	xab	25
259	xac	29
259	xad	28
259	ST-1.1	11
259	ST-1.2	19
259	ST-1.3	15
259	ST-2.1	6
259	ST-2.2	17
260	xaa	25
260	xab	25
260	xac	29
260	xad	30
260	ST-1.1	11
260	ST-1.2	19
260	ST-1.3	15
260	ST-2.1	6
260	ST-2.2	17
261	xaa	26
261	xab	26
261	xac	27
261	xad	30
261	ST-1.1	11
261	ST-1.2	19
261	ST-1.3	15
261	ST-2.1	6
261	ST-2.2	17
262	xaa	26
262	xab	31
262	xac	26
262	xad	30
262	ST-1.1	11
262	ST-1.2	18
262	ST-1.3	15
262	ST-2.1	6
262	ST-2.2	17
263	xaa	27
263	xab	31
263	xac	24
263	xad	30
263	ST-1.1	11
263	ST-1.2	18
263	ST-1.3	15
263	ST-2.1	6
263	ST-2.2	17
264	xaa	27
264	xab	33
264	xac	26
264	xad	30
264	ST-1.1	11
264	ST-1.2	18
264	ST-1.3	15
264	ST-2.1	6
264	ST-2.2	17
265	xaa	27
265	xab	33
265	xac	26
265	xad	31
265	ST-1.1	11
265	ST-1.2	18
265	ST-1.3	15
265	ST-2.1	6
265	ST-2.2	17
266	xaa	27
266	xab	33
266	xac	26
266	xad	31
266	ST-1.1	11
266	ST-1.2	18
266	ST-1.3	15
266	ST-2.1	6
266	ST-2.2	17
267	xaa	26
267	xab	33
267	xac	26
267	xad	31
267	ST-1.1	11
267	ST-1.2	18
267	ST-1.3	15
267	ST-2.1	6
267	ST-2.2	17
268	xaa	26
268	xab	33
268	xac	26
268	xad	31
268	ST-1.1	11
268	ST-1.2	18
268	ST-1.3	14
268	ST-2.1	6
268	ST-2.2	17
269	xaa	26
269	xab	33
269	xac	27
269	xad	31
269	ST-1.1	11
269	ST-1.2	18
269	ST-1.3	14
269	ST-2.1	6
269	ST-2.2	17
270	xaa	26
270	xab	33
270	xac	27
270	xad	31
270	ST-1.1	10
270	ST-1.2	17
270	ST-1.3	14
270	ST-2.1	6
270	ST-2.2	16
271	xaa	26
271	xab	32
271	xac	27
271	xad	31
271	ST-1.1	9
271	ST-1.2	14
271	ST-1.3	14
271	ST-2.1	6
271	ST-2.2	16
272	xaa	26
272	xab	32
272	xac	27
272	xad	31
272	ST-1.1	6
272	ST-1.2	13
272	ST-1.3	12
272	ST-2.1	6
272	ST-2.2	16
273	xaa	26
273	xab	32
273	xac	27
273	xad	31
273	ST-1.1	6
273	ST-1.2	13
273	ST-1.3	13
273	ST-2.1	6
273	ST-2.2	16
274	xaa	26
274	xab	33
274	xac	27
274	xad	31
274	ST-1.1	6
274	ST-1.2	13
274	ST-1.3	13
274	ST-2.1	6
274	ST-2.2	16
275	xaa	26
275	xab	33
275	xac	27
275	xad	31
275	ST-1.1	6
275	ST-1.2	13
275	ST-1.3	12
275	ST-2.1	5
275	ST-2.2	16
276	xaa	26
276	xab	33
276	xac	28
276	xad	29
276	ST-1.1	6
276	ST-1.2	14
276	ST-1.3	13
276	ST-2.1	6
276	ST-2.2	16
277	xaa	26
277	xab	32
277	xac	27
277	xad	29
277	ST-1.1	6
277	ST-1.2	14
277	ST-1.3	13
277	ST-2.1	7
277	ST-2.2	14
278	xaa	29
278	xab	32
278	xac	27
278	xad	29
278	ST-1.1	7
278	ST-1.2	15
278	ST-1.3	13
278	ST-2.1	7
278	ST-2.2	14
279	xaa	29
279	xab	34
279	xac	28
279	xad	29
279	ST-1.1	7
279	ST-1.2	15
279	ST-1.3	13
279	ST-2.1	7
279	ST-2.2	14
280	xaa	29
280	xab	34
280	xac	29
280	xad	29
280	ST-1.1	7
280	ST-1.2	15
280	ST-1.3	13
280	ST-2.1	7
280	ST-2.2	13
281	xaa	29
281	xab	34
281	xac	29
281	xad	29
281	ST-1.1	7
281	ST-1.2	15
281	ST-1.3	13
281	ST-2.1	7
281	ST-2.2	13
282	xaa	29
282	xab	34
282	xac	30
282	xad	27
282	ST-1.1	7
282	ST-1.2	14
282	ST-1.3	13
282	ST-2.1	7
282	ST-2.2	12
283	xaa	28
283	xab	33
283	xac	31
283	xad	27
283	ST-1.1	6
283	ST-1.2	14
283	ST-1.3	15
283	ST-2.1	7
283	ST-2.2	12
284	xaa	30
284	xab	33
284	xac	33
284	xad	27
284	ST-1.1	6
284	ST-1.2	13
284	ST-1.3	15
284	ST-2.1	7
284	ST-2.2	12
285	xaa	30
285	xab	34
285	xac	33
285	xad	27
285	ST-1.1	6
285	ST-1.2	13
285	ST-1.3	15
285	ST-2.1	6
285	ST-2.2	13
286	xaa	30
286	xab	35
286	xac	33
286	xad	27
286	ST-1.1	6
286	ST-1.2	13
286	ST-1.3	15
286	ST-2.1	6
286	ST-2.2	15
287	xaa	29
287	xab	35
287	xac	33
287	xad	27
287	ST-1.1	6
287	ST-1.2	13
287	ST-1.3	15
287	ST-2.1	6
287	ST-2.2	15
288	xaa	29
288	xab	35
288	xac	33
288	xad	27
288	ST-1.1	6
288	ST-1.2	13
288	ST-1.3	15
288	ST-2.1	6
288	ST-2.2	15
289	xaa	31
289	xab	35
289	xac	33
289	xad	27
289	ST-1.1	6
289	ST-1.2	13
289	ST-1.3	15
289	ST-2.1	6
289	ST-2.2	15
290	xaa	31
290	xab	33
290	xac	33
290	xad	27
290	ST-1.1	6
290	ST-1.2	13
290	ST-1.3	15
290	ST-2.1	6
290	ST-2.2	15
291	xaa	31
291	xab	33
291	xac	33
291	xad	28
291	ST-1.1	6
291	ST-1.2	13
291	ST-1.3	15
291	ST-2.1	6
291	ST-2.2	14
292	xaa	31
292	xab	33
292	xac	33
292	xad	28
292	ST-1.1	6
292	ST-1.2	13
292	ST-1.3	15
292	ST-2.1	6
292	ST-2.2	14
293	xaa	32
293	xab	33
293	xac	33
293	xad	28
293	ST-1.1	6
293	ST-1.2	13
293	ST-1.3	15
293	ST-2.1	6
293	ST-2.2	14
294	xaa	32
294	xab	33
294	xac	34
294	xad	29
294	ST-1.1	6
294	ST-1.2	13
294	ST-1.3	15
294	ST-2.1	6
294	ST-2.2	14
295	xaa	32
295	xab	33
295	xac	34
295	xad	29
295	ST-1.1	6
295	ST-1.2	13
295	ST-1.3	15
295	ST-2.1	6
295	ST-2.2	14
296	xaa	32
296	xab	33
296	xac	34
296	xad	29
296	ST-1.1	6
296	ST-1.2	13
296	ST-1.3	15
296	ST-2.1	6
296	ST-2.2	14
297	xaa	32
297	xab	33
297	xac	34
297	xad	29
297	ST-1.1	6
297	ST-1.2	13
297	ST-1.3	15
297	ST-2.1	6
297	ST-2.2	14
298	xaa	32
298	xab	33
298	xac	34
298	xad	29
298	ST-1.1	6
298	ST-1.2	13
298	ST-1.3	15
298	ST-2.1	6
298	ST-2.2	14
299	xaa	32
299	xab	33
299	xac	34
299	xad	29
299	ST-1.1	6
299	ST-1.2	13
299	ST-1.3	15
299	ST-2.1	6
299	ST-2.2	14
300	xaa	31
300	xab	33
300	xac	34
300	xad	29
300	ST-1.1	6
300	ST-1.2	13
300	ST-1.3	16
300	ST-2.1	6
300	ST-2.2	15
301	xaa	31
301	xab	31
301	xac	34
301	xad	29
301	ST-1.1	6
301	ST-1.2	11
301	ST-1.3	16
301	ST-2.1	6
301	ST-2.2	15
302	xaa	31
302	xab	31
302	xac	34
302	xad	29
302	ST-1.1	6
302	ST-1.2	11
302	ST-1.3	16
302	ST-2.1	6
302	ST-2.2	15
303	xaa	31
303	xab	31
303	xac	35
303	xad	30
303	ST-1.1	6
303	ST-1.2	11
303	ST-1.3	16
303	ST-2.1	6
303	ST-2.2	15
304	xaa	31
304	xab	31
304	xac	35
304	xad	29
304	ST-1.1	6
304	ST-1.2	10
304	ST-1.3	16
304	ST-2.1	6
304	ST-2.2	15
305	xaa	31
305	xab	32
305	xac	35
305	xad	29
305	ST-1.1	6
305	ST-1.2	10
305	ST-1.3	16
305	ST-2.1	6
305	ST-2.2	16
306	xaa	31
306	xab	30
306	xac	35
306	xad	29
306	ST-1.1	6
306	ST-1.2	10
306	ST-1.3	16
306	ST-2.1	6
306	ST-2.2	16
307	xaa	33
307	xab	29
307	xac	35
307	xad	29
307	ST-1.1	6
307	ST-1.2	10
307	ST-1.3	16
307	ST-2.1	6
307	ST-2.2	16
308	xaa	32
308	xab	28
308	xac	35
308	xad	29
308	ST-1.1	6
308	ST-1.2	10
308	ST-1.3	16
308	ST-2.1	6
308	ST-2.2	16
309	xaa	32
309	xab	28
309	xac	37
309	xad	29
309	ST-1.1	6
309	ST-1.2	10
309	ST-1.3	16
309	ST-2.1	6
309	ST-2.2	16
310	xaa	30
310	xab	28
310	xac	37
310	xad	28
310	ST-1.1	6
310	ST-1.2	10
310	ST-1.3	16
310	ST-2.1	6
310	ST-2.2	16
311	xaa	31
311	xab	27
311	xac	37
311	xad	27
311	ST-1.1	6
311	ST-1.2	10
311	ST-1.3	16
311	ST-2.1	6
311	ST-2.2	16
312	xaa	32
312	xab	28
312	xac	37
312	xad	27
312	ST-1.1	6
312	ST-1.2	10
312	ST-1.3	16
312	ST-2.1	6
312	ST-2.2	17
313	xaa	31
313	xab	28
313	xac	36
313	xad	27
313	ST-1.1	6
313	ST-1.2	10
313	ST-1.3	16
313	ST-2.1	6
313	ST-2.2	17
314	xaa	31
314	xab	29
314	xac	37
314	xad	27
314	ST-1.1	6
314	ST-1.2	9
314	ST-1.3	16
314	ST-2.1	6
314	ST-2.2	17
315	xaa	31
315	xab	29
315	xac	36
315	xad	27
315	ST-1.1	6
315	ST-1.2	9
315	ST-1.3	16
315	ST-2.1	5
315	ST-2.2	15
316	xaa	30
316	xab	28
316	xac	36
316	xad	27
316	ST-1.1	6
316	ST-1.2	9
316	ST-1.3	16
316	ST-2.1	5
316	ST-2.2	15
317	xaa	30
317	xab	29
317	xac	38
317	xad	25
317	ST-1.1	6
317	ST-1.2	9
317	ST-1.3	16
317	ST-2.1	5
317	ST-2.2	15
318	xaa	30
318	xab	29
318	xac	38
318	xad	25
318	ST-1.1	7
318	ST-1.2	9
318	ST-1.3	16
318	ST-2.1	5
318	ST-2.2	15
319	xaa	30
319	xab	26
319	xac	38
319	xad	25
319	ST-1.1	7
319	ST-1.2	9
319	ST-1.3	16
319	ST-2.1	5
319	ST-2.2	15
320	xaa	30
320	xab	26
320	xac	38
320	xad	25
320	ST-1.1	7
320	ST-1.2	9
320	ST-1.3	16
320	ST-2.1	5
320	ST-2.2	15
321	xaa	30
321	xab	26
321	xac	38
321	xad	25
321	ST-1.1	7
321	ST-1.2	8
321	ST-1.3	16
321	ST-2.1	5
321	ST-2.2	15
322	xaa	32
322	xab	26
322	xac	38
322	xad	25
322	ST-1.1	7
322	ST-1.2	8
322	ST-1.3	16
322	ST-2.1	5
322	ST-2.2	15
323	xaa	28
323	xab	26
323	xac	38
323	xad	25
323	ST-1.1	7
323	ST-1.2	8
323	ST-1.3	16
323	ST-2.1	5
323	ST-2.2	15
324	xaa	27
324	xab	27
324	xac	38
324	xad	25
324	ST-1.1	7
324	ST-1.2	8
324	ST-1.3	16
324	ST-2.1	5
324	ST-2.2	15
325	xaa	27
325	xab	27
325	xac	38
325	xad	24
325	ST-1.1	7
325	ST-1.2	8
325	ST-1.3	16
325	ST-2.1	5
325	ST-2.2	15
326	xaa	27
326	xab	27
326	xac	37
326	xad	24
326	ST-1.1	7
326	ST-1.2	8
326	ST-1.3	16
326	ST-2.1	5
326	ST-2.2	15
327	xaa	27
327	xab	27
327	xac	37
327	xad	24
327	ST-1.1	5
327	ST-1.2	6
327	ST-1.3	19
327	ST-2.1	7
327	ST-2.2	14
328	xaa	27
328	xab	27
328	xac	36
328	xad	23
328	ST-1.1	5
328	ST-1.2	6
328	ST-1.3	19
328	ST-2.1	7
328	ST-2.2	14
329	xaa	27
329	xab	27
329	xac	36
329	xad	22
329	ST-1.1	5
329	ST-1.2	6
329	ST-1.3	19
329	ST-2.1	7
329	ST-2.2	14
330	xaa	30
330	xab	27
330	xac	34
330	xad	21
330	ST-1.1	5
330	ST-1.2	6
330	ST-1.3	19
330	ST-2.1	7
330	ST-2.2	14
331	xaa	30
331	xab	27
331	xac	34
331	xad	21
331	ST-1.1	5
331	ST-1.2	6
331	ST-1.3	19
331	ST-2.1	7
331	ST-2.2	14
332	xaa	30
332	xab	27
332	xac	34
332	xad	22
332	ST-1.1	5
332	ST-1.2	6
332	ST-1.3	19
332	ST-2.1	7
332	ST-2.2	14
333	xaa	32
333	xab	28
333	xac	34
333	xad	22
333	ST-1.1	5
333	ST-1.2	6
333	ST-1.3	19
333	ST-2.1	7
